accepted,arrival_idx,belief_alpha,belief_beta,belief_prob_success,bundle_accepted,chosen_pv_id,context_commodity_value,context_customer_type,context_season,customer_max_wtp,inventory_after,inventory_before,offer_made,offered_price,offered_price_per_unit,pacing_budget,phase,price_level,product_id,quantity,revenue_inc,t,total_offered_price,total_revenue_inc
1,0,,,,,,,,,47821.54,438.0,450.0,1,47821.54,,,oracle,,,,47821.54,345,,
1,0,,,,,,,,,47718.0,423.0,438.0,1,47718.0,,,oracle,,,,47718.0,445,,
1,0,,,,,,,,,46740.7,411.0,423.0,1,46740.7,,,oracle,,,,46740.7,135,,
1,1,,,,,,,,,42460.8,397.0,411.0,1,42460.8,,,oracle,,,,42460.8,452,,
1,6,,,,,,,,,39580.45,386.0,397.0,1,39580.45,,,oracle,,,,39580.45,228,,
1,1,,,,,,,,,39449.16,374.0,386.0,1,39449.16,,,oracle,,,,39449.16,470,,
1,1,,,,,,,,,38522.83,360.0,374.0,1,38522.83,,,oracle,,,,38522.83,433,,
1,1,,,,,,,,,37869.3,349.0,360.0,1,37869.3,,,oracle,,,,37869.3,57,,
1,0,,,,,,,,,37255.26,337.0,349.0,1,37255.26,,,oracle,,,,37255.26,200,,
1,1,,,,,,,,,37167.78,329.0,337.0,1,37167.78,,,oracle,,,,37167.78,147,,
1,0,,,,,,,,,36990.48,321.0,329.0,1,36990.48,,,oracle,,,,36990.48,107,,
1,7,,,,,,,,,36922.03,311.0,321.0,1,36922.03,,,oracle,,,,36922.03,300,,
1,0,,,,,,,,,36684.02,300.0,311.0,1,36684.02,,,oracle,,,,36684.02,313,,
1,3,,,,,,,,,36587.71,291.0,300.0,1,36587.71,,,oracle,,,,36587.71,146,,
1,1,,,,,,,,,36401.88,281.0,291.0,1,36401.88,,,oracle,,,,36401.88,153,,
1,2,,,,,,,,,36270.57,272.0,281.0,1,36270.57,,,oracle,,,,36270.57,313,,
1,1,,,,,,,,,35713.56,260.0,272.0,1,35713.56,,,oracle,,,,35713.56,10,,
1,3,,,,,,,,,35625.13,250.0,260.0,1,35625.13,,,oracle,,,,35625.13,300,,
1,3,,,,,,,,,34993.78,242.0,250.0,1,34993.78,,,oracle,,,,34993.78,260,,
1,3,,,,,,,,,34488.23,234.0,242.0,1,34488.23,,,oracle,,,,34488.23,223,,
1,2,,,,,,,,,34401.17,227.0,234.0,1,34401.17,,,oracle,,,,34401.17,461,,
1,0,,,,,,,,,33749.86,217.0,227.0,1,33749.86,,,oracle,,,,33749.86,53,,
1,4,,,,,,,,,33715.28,206.0,217.0,1,33715.28,,,oracle,,,,33715.28,326,,
1,1,,,,,,,,,33416.13,196.0,206.0,1,33416.13,,,oracle,,,,33416.13,241,,
1,4,,,,,,,,,32814.88,187.0,196.0,1,32814.88,,,oracle,,,,32814.88,146,,
1,4,,,,,,,,,32805.48,177.0,187.0,1,32805.48,,,oracle,,,,32805.48,260,,
1,2,,,,,,,,,32078.52,168.0,177.0,1,32078.52,,,oracle,,,,32078.52,157,,
1,0,,,,,,,,,31883.2,160.0,168.0,1,31883.2,,,oracle,,,,31883.2,440,,
1,0,,,,,,,,,31758.89,152.0,160.0,1,31758.89,,,oracle,,,,31758.89,210,,
1,1,,,,,,,,,31749.56,140.0,152.0,1,31749.56,,,oracle,,,,31749.56,67,,
1,3,,,,,,,,,31687.45,131.0,140.0,1,31687.45,,,oracle,,,,31687.45,360,,
1,4,,,,,,,,,31508.0,122.0,131.0,1,31508.0,,,oracle,,,,31508.0,228,,
1,0,,,,,,,,,30937.45,113.0,122.0,1,30937.45,,,oracle,,,,30937.45,463,,
1,1,,,,,,,,,30904.42,103.0,113.0,1,30904.42,,,oracle,,,,30904.42,223,,
1,1,,,,,,,,,30823.78,96.0,103.0,1,30823.78,,,oracle,,,,30823.78,369,,
1,5,,,,,,,,,30781.53,88.0,96.0,1,30781.53,,,oracle,,,,30781.53,391,,
1,2,,,,,,,,,30752.49,81.0,88.0,1,30752.49,,,oracle,,,,30752.49,283,,
1,1,,,,,,,,,30747.84,71.0,81.0,1,30747.84,,,oracle,,,,30747.84,416,,
1,3,,,,,,,,,30697.46,60.0,71.0,1,30697.46,,,oracle,,,,30697.46,75,,
1,2,,,,,,,,,30559.34,51.0,60.0,1,30559.34,,,oracle,,,,30559.34,107,,
1,0,,,,,,,,,30549.52,41.0,51.0,1,30549.52,,,oracle,,,,30549.52,298,,
1,2,,,,,,,,,30546.72,32.0,41.0,1,30546.72,,,oracle,,,,30546.72,100,,
1,2,,,,,,,,,30511.02,22.0,32.0,1,30511.02,,,oracle,,,,30511.02,369,,
1,0,,,,,,,,,30349.87,14.0,22.0,1,30349.87,,,oracle,,,,30349.87,56,,
1,2,,,,,,,,,30341.3,8.0,14.0,1,30341.3,,,oracle,,,,30341.3,483,,
0,1,,,,,,,,,30321.64,8.0,8.0,1,30321.64,,,oracle,,,,0.0,132,,
1,1,,,,,,,,,30299.35,0.0,8.0,1,30299.35,,,oracle,,,,30299.35,31,,
0,1,,,,,,,,,30009.37,0.0,0.0,1,30009.37,,,oracle,,,,0.0,176,,
0,1,,,,,,,,,29992.71,0.0,0.0,1,29992.71,,,oracle,,,,0.0,315,,
0,0,,,,,,,,,29651.3,0.0,0.0,1,29651.3,,,oracle,,,,0.0,413,,
0,2,,,,,,,,,29633.44,0.0,0.0,1,29633.44,,,oracle,,,,0.0,500,,
0,3,,,,,,,,,29491.7,0.0,0.0,1,29491.7,,,oracle,,,,0.0,187,,
0,0,,,,,,,,,29491.23,0.0,0.0,1,29491.23,,,oracle,,,,0.0,212,,
0,0,,,,,,,,,29396.37,0.0,0.0,1,29396.37,,,oracle,,,,0.0,485,,
0,0,,,,,,,,,29176.78,0.0,0.0,1,29176.78,,,oracle,,,,0.0,15,,
0,0,,,,,,,,,29071.8,0.0,0.0,1,29071.8,,,oracle,,,,0.0,241,,
0,3,,,,,,,,,29037.18,0.0,0.0,1,29037.18,,,oracle,,,,0.0,167,,
0,2,,,,,,,,,28500.88,0.0,0.0,1,28500.88,,,oracle,,,,0.0,315,,
0,1,,,,,,,,,28294.88,0.0,0.0,1,28294.88,,,oracle,,,,0.0,324,,
0,4,,,,,,,,,28165.9,0.0,0.0,1,28165.9,,,oracle,,,,0.0,183,,
0,3,,,,,,,,,27898.76,0.0,0.0,1,27898.76,,,oracle,,,,0.0,239,,
0,1,,,,,,,,,27827.26,0.0,0.0,1,27827.26,,,oracle,,,,0.0,482,,
0,5,,,,,,,,,27784.15,0.0,0.0,1,27784.15,,,oracle,,,,0.0,54,,
0,0,,,,,,,,,27719.68,0.0,0.0,1,27719.68,,,oracle,,,,0.0,265,,
0,0,,,,,,,,,27695.46,0.0,0.0,1,27695.46,,,oracle,,,,0.0,165,,
0,4,,,,,,,,,27533.28,0.0,0.0,1,27533.28,,,oracle,,,,0.0,207,,
0,0,,,,,,,,,27497.26,0.0,0.0,1,27497.26,,,oracle,,,,0.0,1,,
0,0,,,,,,,,,27313.89,0.0,0.0,1,27313.89,,,oracle,,,,0.0,498,,
0,0,,,,,,,,,27131.59,0.0,0.0,1,27131.59,,,oracle,,,,0.0,370,,
0,1,,,,,,,,,27101.81,0.0,0.0,1,27101.81,,,oracle,,,,0.0,339,,
0,5,,,,,,,,,27003.0,0.0,0.0,1,27003.0,,,oracle,,,,0.0,377,,
0,0,,,,,,,,,26665.45,0.0,0.0,1,26665.45,,,oracle,,,,0.0,352,,
0,1,,,,,,,,,26541.26,0.0,0.0,1,26541.26,,,oracle,,,,0.0,232,,
0,3,,,,,,,,,26523.49,0.0,0.0,1,26523.49,,,oracle,,,,0.0,194,,
0,0,,,,,,,,,26481.85,0.0,0.0,1,26481.85,,,oracle,,,,0.0,148,,
0,5,,,,,,,,,26476.29,0.0,0.0,1,26476.29,,,oracle,,,,0.0,245,,
0,1,,,,,,,,,26474.77,0.0,0.0,1,26474.77,,,oracle,,,,0.0,198,,
0,0,,,,,,,,,26403.5,0.0,0.0,1,26403.5,,,oracle,,,,0.0,326,,
0,1,,,,,,,,,26376.17,0.0,0.0,1,26376.17,,,oracle,,,,0.0,33,,
0,0,,,,,,,,,26246.62,0.0,0.0,1,26246.62,,,oracle,,,,0.0,291,,
0,0,,,,,,,,,26241.19,0.0,0.0,1,26241.19,,,oracle,,,,0.0,63,,
0,2,,,,,,,,,26199.74,0.0,0.0,1,26199.74,,,oracle,,,,0.0,446,,
0,0,,,,,,,,,26157.1,0.0,0.0,1,26157.1,,,oracle,,,,0.0,240,,
0,0,,,,,,,,,26153.04,0.0,0.0,1,26153.04,,,oracle,,,,0.0,142,,
0,1,,,,,,,,,26107.31,0.0,0.0,1,26107.31,,,oracle,,,,0.0,268,,
0,2,,,,,,,,,26104.48,0.0,0.0,1,26104.48,,,oracle,,,,0.0,259,,
0,1,,,,,,,,,26052.0,0.0,0.0,1,26052.0,,,oracle,,,,0.0,80,,
0,1,,,,,,,,,26003.35,0.0,0.0,1,26003.35,,,oracle,,,,0.0,56,,
0,3,,,,,,,,,25956.95,0.0,0.0,1,25956.95,,,oracle,,,,0.0,230,,
0,3,,,,,,,,,25884.31,0.0,0.0,1,25884.31,,,oracle,,,,0.0,295,,
0,1,,,,,,,,,25842.74,0.0,0.0,1,25842.74,,,oracle,,,,0.0,141,,
0,2,,,,,,,,,25720.36,0.0,0.0,1,25720.36,,,oracle,,,,0.0,288,,
0,0,,,,,,,,,25650.59,0.0,0.0,1,25650.59,,,oracle,,,,0.0,28,,
0,2,,,,,,,,,25648.83,0.0,0.0,1,25648.83,,,oracle,,,,0.0,280,,
0,0,,,,,,,,,25639.04,0.0,0.0,1,25639.04,,,oracle,,,,0.0,303,,
0,0,,,,,,,,,25635.3,0.0,0.0,1,25635.3,,,oracle,,,,0.0,243,,
0,2,,,,,,,,,25563.68,0.0,0.0,1,25563.68,,,oracle,,,,0.0,205,,
0,1,,,,,,,,,25560.52,0.0,0.0,1,25560.52,,,oracle,,,,0.0,9,,
0,3,,,,,,,,,25514.23,0.0,0.0,1,25514.23,,,oracle,,,,0.0,274,,
0,0,,,,,,,,,25462.03,0.0,0.0,1,25462.03,,,oracle,,,,0.0,215,,
0,0,,,,,,,,,25409.43,0.0,0.0,1,25409.43,,,oracle,,,,0.0,281,,
0,0,,,,,,,,,25337.62,0.0,0.0,1,25337.62,,,oracle,,,,0.0,497,,
0,0,,,,,,,,,25273.91,0.0,0.0,1,25273.91,,,oracle,,,,0.0,359,,
0,3,,,,,,,,,25257.74,0.0,0.0,1,25257.74,,,oracle,,,,0.0,154,,
0,1,,,,,,,,,25245.35,0.0,0.0,1,25245.35,,,oracle,,,,0.0,164,,
0,1,,,,,,,,,25225.3,0.0,0.0,1,25225.3,,,oracle,,,,0.0,374,,
0,2,,,,,,,,,25179.72,0.0,0.0,1,25179.72,,,oracle,,,,0.0,127,,
0,1,,,,,,,,,25108.5,0.0,0.0,1,25108.5,,,oracle,,,,0.0,318,,
0,1,,,,,,,,,24989.39,0.0,0.0,1,24989.39,,,oracle,,,,0.0,29,,
0,1,,,,,,,,,24926.53,0.0,0.0,1,24926.53,,,oracle,,,,0.0,499,,
0,0,,,,,,,,,24888.24,0.0,0.0,1,24888.24,,,oracle,,,,0.0,97,,
0,0,,,,,,,,,24808.82,0.0,0.0,1,24808.82,,,oracle,,,,0.0,223,,
0,5,,,,,,,,,24733.54,0.0,0.0,1,24733.54,,,oracle,,,,0.0,197,,
0,4,,,,,,,,,24494.91,0.0,0.0,1,24494.91,,,oracle,,,,0.0,166,,
0,0,,,,,,,,,24454.57,0.0,0.0,1,24454.57,,,oracle,,,,0.0,329,,
0,3,,,,,,,,,24430.53,0.0,0.0,1,24430.53,,,oracle,,,,0.0,228,,
0,0,,,,,,,,,24366.85,0.0,0.0,1,24366.85,,,oracle,,,,0.0,253,,
0,2,,,,,,,,,24346.37,0.0,0.0,1,24346.37,,,oracle,,,,0.0,4,,
0,4,,,,,,,,,24291.27,0.0,0.0,1,24291.27,,,oracle,,,,0.0,154,,
0,1,,,,,,,,,24117.37,0.0,0.0,1,24117.37,,,oracle,,,,0.0,312,,
0,3,,,,,,,,,24102.18,0.0,0.0,1,24102.18,,,oracle,,,,0.0,96,,
0,2,,,,,,,,,24090.06,0.0,0.0,1,24090.06,,,oracle,,,,0.0,495,,
0,2,,,,,,,,,24072.16,0.0,0.0,1,24072.16,,,oracle,,,,0.0,147,,
0,0,,,,,,,,,24067.03,0.0,0.0,1,24067.03,,,oracle,,,,0.0,124,,
0,5,,,,,,,,,24062.32,0.0,0.0,1,24062.32,,,oracle,,,,0.0,289,,
0,0,,,,,,,,,23957.49,0.0,0.0,1,23957.49,,,oracle,,,,0.0,428,,
0,3,,,,,,,,,23953.33,0.0,0.0,1,23953.33,,,oracle,,,,0.0,212,,
0,0,,,,,,,,,23769.75,0.0,0.0,1,23769.75,,,oracle,,,,0.0,24,,
0,1,,,,,,,,,23749.69,0.0,0.0,1,23749.69,,,oracle,,,,0.0,208,,
0,2,,,,,,,,,23706.17,0.0,0.0,1,23706.17,,,oracle,,,,0.0,428,,
0,3,,,,,,,,,23663.39,0.0,0.0,1,23663.39,,,oracle,,,,0.0,485,,
0,0,,,,,,,,,23603.92,0.0,0.0,1,23603.92,,,oracle,,,,0.0,234,,
0,0,,,,,,,,,23593.25,0.0,0.0,1,23593.25,,,oracle,,,,0.0,191,,
0,0,,,,,,,,,23472.36,0.0,0.0,1,23472.36,,,oracle,,,,0.0,137,,
0,2,,,,,,,,,23410.01,0.0,0.0,1,23410.01,,,oracle,,,,0.0,464,,
0,1,,,,,,,,,23127.38,0.0,0.0,1,23127.38,,,oracle,,,,0.0,277,,
0,1,,,,,,,,,23047.49,0.0,0.0,1,23047.49,,,oracle,,,,0.0,422,,
0,2,,,,,,,,,23039.0,0.0,0.0,1,23039.0,,,oracle,,,,0.0,176,,
0,3,,,,,,,,,23030.74,0.0,0.0,1,23030.74,,,oracle,,,,0.0,188,,
0,0,,,,,,,,,22954.49,0.0,0.0,1,22954.49,,,oracle,,,,0.0,101,,
0,0,,,,,,,,,22882.62,0.0,0.0,1,22882.62,,,oracle,,,,0.0,242,,
0,3,,,,,,,,,22851.36,0.0,0.0,1,22851.36,,,oracle,,,,0.0,364,,
0,2,,,,,,,,,22826.37,0.0,0.0,1,22826.37,,,oracle,,,,0.0,114,,
0,0,,,,,,,,,22823.19,0.0,0.0,1,22823.19,,,oracle,,,,0.0,44,,
0,0,,,,,,,,,22818.65,0.0,0.0,1,22818.65,,,oracle,,,,0.0,47,,
0,3,,,,,,,,,22809.28,0.0,0.0,1,22809.28,,,oracle,,,,0.0,36,,
0,1,,,,,,,,,22801.4,0.0,0.0,1,22801.4,,,oracle,,,,0.0,23,,
0,2,,,,,,,,,22789.92,0.0,0.0,1,22789.92,,,oracle,,,,0.0,228,,
0,2,,,,,,,,,22630.43,0.0,0.0,1,22630.43,,,oracle,,,,0.0,47,,
0,0,,,,,,,,,22603.36,0.0,0.0,1,22603.36,,,oracle,,,,0.0,181,,
0,0,,,,,,,,,22597.19,0.0,0.0,1,22597.19,,,oracle,,,,0.0,290,,
0,0,,,,,,,,,22552.25,0.0,0.0,1,22552.25,,,oracle,,,,0.0,82,,
0,2,,,,,,,,,22528.4,0.0,0.0,1,22528.4,,,oracle,,,,0.0,239,,
0,2,,,,,,,,,22487.45,0.0,0.0,1,22487.45,,,oracle,,,,0.0,415,,
0,2,,,,,,,,,22423.74,0.0,0.0,1,22423.74,,,oracle,,,,0.0,116,,
0,1,,,,,,,,,22388.28,0.0,0.0,1,22388.28,,,oracle,,,,0.0,197,,
0,1,,,,,,,,,22366.83,0.0,0.0,1,22366.83,,,oracle,,,,0.0,12,,
0,0,,,,,,,,,22328.81,0.0,0.0,1,22328.81,,,oracle,,,,0.0,227,,
0,0,,,,,,,,,22212.21,0.0,0.0,1,22212.21,,,oracle,,,,0.0,403,,
0,1,,,,,,,,,22173.55,0.0,0.0,1,22173.55,,,oracle,,,,0.0,226,,
0,6,,,,,,,,,22171.42,0.0,0.0,1,22171.42,,,oracle,,,,0.0,391,,
0,3,,,,,,,,,22165.8,0.0,0.0,1,22165.8,,,oracle,,,,0.0,128,,
0,4,,,,,,,,,22032.93,0.0,0.0,1,22032.93,,,oracle,,,,0.0,107,,
0,2,,,,,,,,,22021.27,0.0,0.0,1,22021.27,,,oracle,,,,0.0,431,,
0,3,,,,,,,,,22016.96,0.0,0.0,1,22016.96,,,oracle,,,,0.0,211,,
0,0,,,,,,,,,21985.76,0.0,0.0,1,21985.76,,,oracle,,,,0.0,32,,
0,0,,,,,,,,,21818.41,0.0,0.0,1,21818.41,,,oracle,,,,0.0,116,,
0,0,,,,,,,,,21771.63,0.0,0.0,1,21771.63,,,oracle,,,,0.0,259,,
0,1,,,,,,,,,21762.09,0.0,0.0,1,21762.09,,,oracle,,,,0.0,1,,
0,0,,,,,,,,,21747.53,0.0,0.0,1,21747.53,,,oracle,,,,0.0,70,,
0,0,,,,,,,,,21741.88,0.0,0.0,1,21741.88,,,oracle,,,,0.0,252,,
0,3,,,,,,,,,21709.32,0.0,0.0,1,21709.32,,,oracle,,,,0.0,323,,
0,1,,,,,,,,,21688.63,0.0,0.0,1,21688.63,,,oracle,,,,0.0,210,,
0,2,,,,,,,,,21670.92,0.0,0.0,1,21670.92,,,oracle,,,,0.0,380,,
0,3,,,,,,,,,21660.5,0.0,0.0,1,21660.5,,,oracle,,,,0.0,245,,
0,2,,,,,,,,,21632.03,0.0,0.0,1,21632.03,,,oracle,,,,0.0,357,,
0,1,,,,,,,,,21623.38,0.0,0.0,1,21623.38,,,oracle,,,,0.0,204,,
0,0,,,,,,,,,21525.16,0.0,0.0,1,21525.16,,,oracle,,,,0.0,362,,
0,0,,,,,,,,,21422.53,0.0,0.0,1,21422.53,,,oracle,,,,0.0,207,,
0,2,,,,,,,,,21398.35,0.0,0.0,1,21398.35,,,oracle,,,,0.0,247,,
0,3,,,,,,,,,21394.09,0.0,0.0,1,21394.09,,,oracle,,,,0.0,483,,
0,1,,,,,,,,,21379.71,0.0,0.0,1,21379.71,,,oracle,,,,0.0,497,,
0,0,,,,,,,,,21336.31,0.0,0.0,1,21336.31,,,oracle,,,,0.0,42,,
0,3,,,,,,,,,21335.14,0.0,0.0,1,21335.14,,,oracle,,,,0.0,55,,
0,2,,,,,,,,,21228.5,0.0,0.0,1,21228.5,,,oracle,,,,0.0,341,,
0,3,,,,,,,,,21215.23,0.0,0.0,1,21215.23,,,oracle,,,,0.0,42,,
0,0,,,,,,,,,21113.66,0.0,0.0,1,21113.66,,,oracle,,,,0.0,130,,
0,4,,,,,,,,,21107.59,0.0,0.0,1,21107.59,,,oracle,,,,0.0,298,,
0,2,,,,,,,,,21094.51,0.0,0.0,1,21094.51,,,oracle,,,,0.0,350,,
0,2,,,,,,,,,21044.04,0.0,0.0,1,21044.04,,,oracle,,,,0.0,412,,
0,1,,,,,,,,,21030.74,0.0,0.0,1,21030.74,,,oracle,,,,0.0,275,,
0,2,,,,,,,,,20955.91,0.0,0.0,1,20955.91,,,oracle,,,,0.0,378,,
0,0,,,,,,,,,20949.73,0.0,0.0,1,20949.73,,,oracle,,,,0.0,389,,
0,1,,,,,,,,,20884.6,0.0,0.0,1,20884.6,,,oracle,,,,0.0,397,,
0,3,,,,,,,,,20863.98,0.0,0.0,1,20863.98,,,oracle,,,,0.0,163,,
0,3,,,,,,,,,20851.01,0.0,0.0,1,20851.01,,,oracle,,,,0.0,107,,
0,1,,,,,,,,,20812.12,0.0,0.0,1,20812.12,,,oracle,,,,0.0,291,,
0,0,,,,,,,,,20760.37,0.0,0.0,1,20760.37,,,oracle,,,,0.0,354,,
0,0,,,,,,,,,20754.67,0.0,0.0,1,20754.67,,,oracle,,,,0.0,100,,
0,0,,,,,,,,,20752.42,0.0,0.0,1,20752.42,,,oracle,,,,0.0,436,,
0,5,,,,,,,,,20689.5,0.0,0.0,1,20689.5,,,oracle,,,,0.0,315,,
0,0,,,,,,,,,20687.49,0.0,0.0,1,20687.49,,,oracle,,,,0.0,118,,
0,2,,,,,,,,,20658.88,0.0,0.0,1,20658.88,,,oracle,,,,0.0,281,,
0,1,,,,,,,,,20575.02,0.0,0.0,1,20575.02,,,oracle,,,,0.0,256,,
0,0,,,,,,,,,20571.44,0.0,0.0,1,20571.44,,,oracle,,,,0.0,144,,
0,1,,,,,,,,,20568.2,0.0,0.0,1,20568.2,,,oracle,,,,0.0,136,,
0,0,,,,,,,,,20554.1,0.0,0.0,1,20554.1,,,oracle,,,,0.0,204,,
0,4,,,,,,,,,20542.83,0.0,0.0,1,20542.83,,,oracle,,,,0.0,337,,
0,3,,,,,,,,,20515.72,0.0,0.0,1,20515.72,,,oracle,,,,0.0,136,,
0,1,,,,,,,,,20500.54,0.0,0.0,1,20500.54,,,oracle,,,,0.0,69,,
0,2,,,,,,,,,20489.97,0.0,0.0,1,20489.97,,,oracle,,,,0.0,503,,
0,0,,,,,,,,,20454.95,0.0,0.0,1,20454.95,,,oracle,,,,0.0,109,,
0,4,,,,,,,,,20435.62,0.0,0.0,1,20435.62,,,oracle,,,,0.0,263,,
0,1,,,,,,,,,20407.78,0.0,0.0,1,20407.78,,,oracle,,,,0.0,157,,
0,2,,,,,,,,,20392.23,0.0,0.0,1,20392.23,,,oracle,,,,0.0,155,,
0,2,,,,,,,,,20389.31,0.0,0.0,1,20389.31,,,oracle,,,,0.0,103,,
0,0,,,,,,,,,20376.23,0.0,0.0,1,20376.23,,,oracle,,,,0.0,424,,
0,3,,,,,,,,,20247.31,0.0,0.0,1,20247.31,,,oracle,,,,0.0,183,,
0,0,,,,,,,,,20190.37,0.0,0.0,1,20190.37,,,oracle,,,,0.0,466,,
0,1,,,,,,,,,20158.24,0.0,0.0,1,20158.24,,,oracle,,,,0.0,0,,
0,2,,,,,,,,,20119.02,0.0,0.0,1,20119.02,,,oracle,,,,0.0,477,,
0,0,,,,,,,,,20092.95,0.0,0.0,1,20092.95,,,oracle,,,,0.0,386,,
0,4,,,,,,,,,20082.22,0.0,0.0,1,20082.22,,,oracle,,,,0.0,324,,
0,0,,,,,,,,,20054.98,0.0,0.0,1,20054.98,,,oracle,,,,0.0,4,,
0,0,,,,,,,,,19958.03,0.0,0.0,1,19958.03,,,oracle,,,,0.0,36,,
0,0,,,,,,,,,19936.58,0.0,0.0,1,19936.58,,,oracle,,,,0.0,199,,
0,2,,,,,,,,,19933.56,0.0,0.0,1,19933.56,,,oracle,,,,0.0,109,,
0,2,,,,,,,,,19929.06,0.0,0.0,1,19929.06,,,oracle,,,,0.0,128,,
0,0,,,,,,,,,19891.66,0.0,0.0,1,19891.66,,,oracle,,,,0.0,51,,
0,3,,,,,,,,,19812.47,0.0,0.0,1,19812.47,,,oracle,,,,0.0,443,,
0,1,,,,,,,,,19753.54,0.0,0.0,1,19753.54,,,oracle,,,,0.0,276,,
0,4,,,,,,,,,19752.83,0.0,0.0,1,19752.83,,,oracle,,,,0.0,55,,
0,0,,,,,,,,,19748.3,0.0,0.0,1,19748.3,,,oracle,,,,0.0,221,,
0,1,,,,,,,,,19730.82,0.0,0.0,1,19730.82,,,oracle,,,,0.0,115,,
0,0,,,,,,,,,19659.2,0.0,0.0,1,19659.2,,,oracle,,,,0.0,339,,
0,1,,,,,,,,,19657.22,0.0,0.0,1,19657.22,,,oracle,,,,0.0,398,,
0,1,,,,,,,,,19612.89,0.0,0.0,1,19612.89,,,oracle,,,,0.0,150,,
0,1,,,,,,,,,19584.44,0.0,0.0,1,19584.44,,,oracle,,,,0.0,334,,
0,0,,,,,,,,,19583.04,0.0,0.0,1,19583.04,,,oracle,,,,0.0,229,,
0,3,,,,,,,,,19486.06,0.0,0.0,1,19486.06,,,oracle,,,,0.0,243,,
0,1,,,,,,,,,19431.15,0.0,0.0,1,19431.15,,,oracle,,,,0.0,408,,
0,1,,,,,,,,,19426.67,0.0,0.0,1,19426.67,,,oracle,,,,0.0,431,,
0,2,,,,,,,,,19413.9,0.0,0.0,1,19413.9,,,oracle,,,,0.0,241,,
0,0,,,,,,,,,19363.54,0.0,0.0,1,19363.54,,,oracle,,,,0.0,441,,
0,2,,,,,,,,,19352.45,0.0,0.0,1,19352.45,,,oracle,,,,0.0,297,,
0,2,,,,,,,,,19296.06,0.0,0.0,1,19296.06,,,oracle,,,,0.0,183,,
0,0,,,,,,,,,19291.55,0.0,0.0,1,19291.55,,,oracle,,,,0.0,363,,
0,0,,,,,,,,,19291.37,0.0,0.0,1,19291.37,,,oracle,,,,0.0,245,,
0,2,,,,,,,,,19263.21,0.0,0.0,1,19263.21,,,oracle,,,,0.0,255,,
0,2,,,,,,,,,19254.93,0.0,0.0,1,19254.93,,,oracle,,,,0.0,436,,
0,0,,,,,,,,,19247.41,0.0,0.0,1,19247.41,,,oracle,,,,0.0,122,,
0,0,,,,,,,,,19193.89,0.0,0.0,1,19193.89,,,oracle,,,,0.0,264,,
0,1,,,,,,,,,19185.42,0.0,0.0,1,19185.42,,,oracle,,,,0.0,186,,
0,0,,,,,,,,,19178.43,0.0,0.0,1,19178.43,,,oracle,,,,0.0,292,,
